Appendix 2. Oxygen isotope compositions of biogenic phosphates and sample information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,igsn,sample,alternate_sample,age,age_min,age_max,age_reference,age_error_ma,age_comment,period,scotese_time,scotese_intervalls,stage_2020,formation,member,number_interval_cm,country_ocean,location,locality_comment,latitude,longitude,paleolat,paleolang,palaeolat_long_source,climate_zone,fossil_group,taxon,mineralogy,cai,overall_preservation,sample_comment,δ13c_permille,select_d13c_permille,sauerstof_isotop_permille,d18o_of_standard,sims_correction_permille,select_d18o_permille,standard,"d18Osw, iceV","D18Osw,lat. Mod","D18Osw,lat. Pg","D18Osw,lat, climate corr","d18Osw, iceV,lat corr",T (PJ10; -1.08‰),T (PJ10;  iceV),"T (PJ10; iceV, lat corr)",title,journal,volume,issue,first_page,last_page,year,book_title,book_editor,publisher,authors
12198,2003627,NSBTV-1D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.86,32.11,-28.75,32,,Tropical/Subtropical,Fish,Galeocerdo cuvier (Tiger shark),apatite,,,"Root, dentine only",,,22.1,"22,6",,21.2,,0,0.64,0.42,0.58,0.58,20.9,25.4,27.9,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12199,2003628,NSB-5D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.87,32.12,-28.75,32,,Tropical/Subtropical,Fish,Sphyrna mokarran (Great hammerhead),apatite,,,"Root, dentine only",,,22.1,"22,6",,21.2,,0,0.64,0.42,0.58,0.58,20.9,25.4,27.9,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12200,2003629,NSB-26D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.88,32.13,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"Root, osteodentine",,,22.2,"22,6",,21.3,,0,0.64,0.42,0.58,0.58,20.5,25.0,27.4,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12201,2003630,NSB-25D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.89,32.14,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"Root, osteodentine",,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12202,2003631,NSB-1b,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.9,32.15,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,As above,,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12203,2003632,NSB-3,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.91,32.16,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,Top 5 of 33 mm tooth,,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12204,2003633,NSB-33aE,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.92,32.17,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"Top 5 of 30 mm tooth, enameloid only",,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12205,2003634,NSB-36D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.93,32.18,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"33 mm tooth, dentine only",,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12206,2003635,NSB-17D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.94,32.19,-28.75,32,,Tropical/Subtropical,Fish,Carcharhinus limbatus (Blacktip shark),apatite,,,"Root, dentine only",,,22.3,"22,6",,21.4,,0,0.64,0.42,0.58,0.58,20.0,24.6,27.0,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12207,2003636,NSB-39E,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.95,32.2,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"24 mm tooth, fifth row (back), enameloid only",,,22.4,"22,6",,21.5,,0,0.64,0.42,0.58,0.58,19.6,24.2,26.6,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12208,2003637,NSB-1,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.96,32.21,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,Top 5 of 28 mm tooth,,,22.4,"22,6",,21.5,,0,0.64,0.42,0.58,0.58,19.6,24.2,26.6,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12209,2003638,NSB-30,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.97,32.22,-28.75,32,,Tropical/Subtropical,Fish,Carcharhinus brevipinna (Spinner shark),apatite,,,2 complete teeth,,,22.4,"22,6",,21.5,,0,0.64,0.42,0.58,0.58,19.6,24.2,26.6,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12210,2003639,NSB-26,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.98,32.23,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 5 of 33 mm tooth,,,22.5,"22,6",,21.6,,0,0.64,0.42,0.58,0.58,19.2,23.7,26.2,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12211,2003640,NSB-40D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.99,32.24,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"31 mm tooth, first row (front), dentine only",,,22.5,"22,6",,21.6,,0,0.64,0.42,0.58,0.58,19.2,23.7,26.2,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12212,2003641,NSB-33cD,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.1,32.25,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"Neck, 30 mm tooth, dentine only",,,22.5,"22,6",,21.6,,0,0.64,0.42,0.58,0.58,19.2,23.7,26.2,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12213,2003642,NSB-17,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.26,-28.75,32,,Tropical/Subtropical,Fish,Carcharhinus limbatus (Blacktip shark),apatite,,,Top 9 of 16 mm tooth,,,22.5,"22,6",,21.6,,0,0.64,0.42,0.58,0.58,19.2,23.7,26.2,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12214,2003643,NSB-10,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.27,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 5 of 33 mm tooth;,,,22.6,"22,6",,,,0,,,,,,,,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12215,2003644,NSB-23,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.28,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 5 of 15 mm tooth,,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12216,2003645,NSB-24,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.29,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 4 of 10 mm tooth,,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12217,2003646,NSB-41E,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.3,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"28 mm tooth, third row, enameloid only",,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12218,2003647,NSB-42E,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.31,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"30 mm tooth, second row, enameloid only",,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12219,2003648,NSB-42D,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.32,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,"30 mm tooth, second row, dentine only",,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12220,2003649,NSB-2,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.33,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,Top 5 of 29 mm tooth,,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12221,2003650,NSB-33cE,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.34,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"Neck, 30 mm tooth, enameloid only",,,22.6,"22,6",,21.7,,0,0.64,0.42,0.58,0.58,18.8,23.3,25.8,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12222,2003651,NSB-11,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.11,32.35,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 9 of 19 mm tooth;,,,22.7,"22,6",,,,0,,,,,,,,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12223,2003652,NSB-25,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.36,-28.75,32,,Tropical/Subtropical,Fish,Carcharias taurus (Sand tiger),apatite,,,Top 5 of 31 mm tooth,,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12224,2003653,NSB-33aD,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.37,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"Top 5 of 30 mm tooth, dentine only",,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12225,2003654,NSB-36E,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.38,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,"33 mm tooth, enameloid only",,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12226,2003655,GW1-Std,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.39,-28.75,32,,Tropical/Subtropical,Fish,Carcharodon carcharias (Great white shark),apatite,,,Composite of several teeth,,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12227,2003656,NSB-15,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.4,-28.75,32,,Tropical/Subtropical,Fish,Galeocerdo cuvier (Tiger shark),apatite,,,Top 12 of 17 mm tooth,,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
12228,2003657,NSB-16,,0,0,0,GTS 2020,,,modern,1,Pleistocene - Calabrian - Gelasian,Modern,,,,South Africa,KwaZulu-Natal,,-28.75,32.41,-28.75,32,,Tropical/Subtropical,Fish,Galeocerdo cuvier (Tiger shark),apatite,,,Complete tooth,,,22.7,"22,6",,21.8,,0,0.64,0.42,0.58,0.58,18.3,22.9,25.3,Isotopic composition of recent shark teeth as a proxy for environmental conditions,"Geochimica et Cosmochimica Acta,",65,,1583,1599,2001,,,,"Vennemman, T.W., E. Hegner, G. Cliff, and G.W. Benz"
